temperature_air,temperature_sol,humidite_air,humidite_sol,ph_eau,debit_eau,conductivite_eau,luminosite,besoin_irrigation
27.483570765056164,20.881201589886484,49.82257904269167,37.13153567082142,6.674143123833409,1.0710155106972408,1.2869519871171264,188.97389079712258,2
24.308678494144075,20.73292945808073,55.41750805419521,39.3468819251938,6.641661796267833,1.9901464316868498,0.8424008980391121,173.87968240946273,2
28.23844269050346,14.021784136849925,51.03928408432286,41.28589757175163,6.031740077097254,0.28426198738410924,0.954300427957944,713.3988467658481,2
32.61514928204013,21.349549041492814,61.65627070419179,58.9372292329236,6.789792110881869,1.7244528411933968,1.4770010825107458,711.9304623167335,1
23.829233126383322,26.664145409108727,77.95767797192869,25.05565383026513,5.754958662211691,0.9944060053459307,1.7630697826130044,530.7737609614335,3
23.8293152152541,16.628839404616024,48.43436764288193,23.073060169746803,6.172907837119836,0.04542822249933631,0.8997929650975545,501.4156672777471,3
32.896064077536955,28.242413255252963,75.01230746652621,64.7323948428595,5.500456093551096,1.944445882878697,0.978774077995376,180.03844568886186,1
28.837173645764544,25.43887410542169,48.274918914796686,30.747105162374034,7.279313258481407,1.9300957994867158,1.068039311277354,429.2861230043049,2
22.65262807032524,19.328833390144812,47.28559181254674,14.739292928458674,6.384225253027353,0.7665416803657743,1.0356575839423718,871.3975210311011,3
27.712800217929825,22.292351813310763,72.2789192751482,30.2974011580026,7.583442017408156,1.9082841421718097,1.7799877541436104,854.7273060951509,2
22.682911535937688,30.991609038205166,73.82904567011425,33.39894529511999,6.901474963259748,0.28201928447709146,1.040829651093664,660.9189018080988,2
22.671351232148716,26.66773906752933,72.77114905143982,71.0992545545153,6.724049106675512,1.3602202822413645,1.0836744256421613,997.3566779697331,0
26.20981135783017,23.04391827449074,40.26303887672788,58.496524247534744,6.2068861528595,0.3838579737756691,1.6848532419524476,893.1783466896205,1
15.43359877671101,21.811583415195077,53.01073532891924,62.950412332644845,5.97682498215629,0.4932944726696553,1.3730028934617904,145.230423568102,1
16.375410837434835,23.383045352258296,72.34482888004982,56.39947284693572,6.761485786948473,1.5586748744052108,1.4957697698847734,399.1364030937029,1
22.188562353795135,20.44118221028848,60.62312760845842,58.924873432306285,6.4642429953635085,0.7547161691305899,0.9281661380932825,131.93748475927435,1
19.93584439832788,12.476252471404926,43.89460730703804,26.238357468393637,5.8303648422573495,0.014255005657242359,1.040946095047279,466.0896164292031,3
26.571236662976368,33.210889552673656,66.87476908688163,36.02795689293031,5.741570791745841,0.8284768483911891,0.8880844926963118,776.382824744832,2
20.459879622393945,23.776624995997008,49.27789111512794,20.201693739529023,6.020648135428208,0.45613864126591896,1.4403784638107446,155.7887099287595,3
17.938481493323543,24.990736325612687,86.91787272588319,35.790239389259334,7.410483612633115,1.3666598271165824,1.567572962335033,880.4220324199033,2
32.32824384460777,22.710461250615456,83.17262193627388,53.68209981869482,7.606638959005652,0.3888973934470006,1.020067689245546,569.0575515405063,1
23.871118497567323,19.32441599637706,69.06146139533351,42.69166569624494,6.602494573654455,1.6845070568729514,1.090727603128717,748.9444547972452,2
25.33764102343962,22.070377595256147,80.4151005715466,66.22961637920591,6.574471398120644,0.5341860242163285,1.1038529804884025,45.15581210760033,1
17.87625906893272,15.003026189028443,60.97187025185072,17.171684155455615,6.33183981408524,0.7860565165660274,0.7358328020165472,93.83815335087175,3
22.278086377374088,34.385432490266524,71.48156241562523,50.004767013964795,6.032757325845249,0.596073721594196,0.9978533766721038,620.8611863976603,1
